zip,state_abbv,county,city,cz,moisture_regime_name,moisture_regime
39047,MS,Rankin County,Brandon,3,moist,
39051,MS,Leake County,Carthage,3,moist,
39054,MS,Sharkey County,Cary,3,moist,
39056,MS,Hinds County,Clinton,3,moist,
39057,MS,Newton County,Conehatta,3,moist,
39058,MS,Hinds County,Clinton,3,moist,
39059,MS,Copiah County,Crystal Springs,3,moist,
39060,MS,Hinds County,Clinton,3,moist,
39061,MS,Sharkey County,Delta City,3,moist,
39062,MS,Simpson County,D Lo,3,moist,
39063,MS,Holmes County,Durant,3,moist,
39066,MS,Hinds County,Edwards,3,moist,
39067,MS,Attala County,Ethel,3,moist,
39069,MS,Jefferson County,Fayette,3,moist,
39071,MS,Madison County,Flora,3,moist,
39072,MS,Hinds County,Flora,3,moist,
39073,MS,Rankin County,Florence,3,moist,
39074,MS,Scott County,Forest,3,moist,
39077,MS,Copiah County,Gallman,3,moist,
39078,MS,Copiah County,Georgetown,3,moist,
39079,MS,Holmes County,Goodman,3,moist,
39080,MS,Scott County,Harperville,3,moist,
39082,MS,Simpson County,Harrisville,3,moist,
39083,MS,Copiah County,Hazlehurst,3,moist,
39086,MS,Claiborne County,Hermanville,3,moist,
39087,MS,Scott County,Hillsboro,3,moist,
39088,MS,Yazoo County,Holly Bluff,3,moist,
39090,MS,Attala County,Kosciusko,3,moist,
39092,MS,Scott County,Lake,3,moist,
39094,MS,Leake County,Lena,3,moist,
39095,MS,Holmes County,Lexington,3,moist,
39096,MS,Jefferson County,Lorman,3,moist,
39097,MS,Humphreys County,Louise,3,moist,
39108,MS,Attala County,Mc Cool,3,moist,
39109,MS,Leake County,Madden,3,moist,
39110,MS,Madison County,Madison,3,moist,
39111,MS,Simpson County,Magee,3,moist,
39113,MS,Issaquena County,Mayersville,3,moist,
39114,MS,Simpson County,Mendenhall,3,moist,
39116,MS,Smith County,Mize,3,moist,
39117,MS,Scott County,Morton,3,moist,
39119,MS,Covington County,Mount Olive,3,moist,
39120,MS,Adams County,Natchez,3,moist,
39121,MS,Adams County,Natchez,3,moist,
39122,MS,Adams County,Natchez,3,moist,
39130,MS,Madison County,Madison,3,moist,
39140,MS,Lawrence County,Newhebron,3,moist,
39144,MS,Claiborne County,Pattison,3,moist,
39145,MS,Rankin County,Pelahatchie,3,moist,
39146,MS,Holmes County,Pickens,3,moist,
39148,MS,Rankin County,Piney Woods,3,moist,
39149,MS,Simpson County,Pinola,3,moist,
39150,MS,Claiborne County,Port Gibson,3,moist,
39151,MS,Rankin County,Puckett,3,moist,
39152,MS,Scott County,Pulaski,3,moist,
39153,MS,Smith County,Raleigh,3,moist,
39154,MS,Hinds County,Raymond,3,moist,
39156,MS,Warren County,Redwood,3,moist,
39157,MS,Madison County,Ridgeland,3,moist,
39158,MS,Madison County,Ridgeland,3,moist,
39159,MS,Sharkey County,Rolling Fork,3,moist,
39160,MS,Attala County,Sallis,3,moist,
39161,MS,Rankin County,Sandhill,3,moist,
39162,MS,Yazoo County,Satartia,3,moist,
39163,MS,Madison County,Sharon,3,moist,
39165,MS,Adams County,Sibley,3,moist,
39166,MS,Humphreys County,Silver City,3,moist,
39167,MS,Rankin County,Star,3,moist,
39168,MS,Smith County,Taylorsville,3,moist,
39169,MS,Holmes County,Tchula,3,moist,
39170,MS,Hinds County,Terry,3,moist,
39171,MS,Leake County,Thomastown,3,moist,
39173,MS,Yazoo County,Tinsley,3,moist,
39174,MS,Hinds County,Tougaloo,3,moist,
39175,MS,Hinds County,Utica,3,moist,
39176,MS,Carroll County,Vaiden,3,moist,
39177,MS,Issaquena County,Valley Park,3,moist,
39179,MS,Yazoo County,Vaughan,3,moist,
39180,MS,Warren County,Vicksburg,3,moist,
39181,MS,Warren County,Vicksburg,3,moist,
39182,MS,Warren County,Vicksburg,3,moist,
39183,MS,Warren County,Vicksburg,3,moist,
39189,MS,Leake County,Walnut Grove,3,moist,
39190,MS,Adams County,Washington,3,moist,
39191,MS,Copiah County,Wesson,3,moist,
39192,MS,Holmes County,West,3,moist,
39193,MS,Rankin County,Whitfield,3,moist,
39194,MS,Yazoo County,Yazoo City,3,moist,
39201,MS,Hinds County,Jackson,3,moist,
39202,MS,Hinds County,Jackson,3,moist,
39203,MS,Hinds County,Jackson,3,moist,
39204,MS,Hinds County,Jackson,3,moist,
39205,MS,Hinds County,Jackson,3,moist,
39206,MS,Hinds County,Jackson,3,moist,
39207,MS,Hinds County,Jackson,3,moist,
39208,MS,Rankin County,Pearl,3,moist,
39209,MS,Hinds County,Jackson,3,moist,
39210,MS,Hinds County,Jackson,3,moist,
39211,MS,Hinds County,Jackson,3,moist,
39212,MS,Hinds County,Jackson,3,moist,
39213,MS,Hinds County,Jackson,3,moist,
39215,MS,Hinds County,Jackson,3,moist,
39216,MS,Hinds County,Jackson,3,moist,
39217,MS,Hinds County,Jackson,3,moist,
39218,MS,Rankin County,Richland,3,moist,
39225,MS,Hinds County,Jackson,3,moist,
39232,MS,Rankin County,Flowood,3,moist,
39236,MS,Hinds County,Jackson,3,moist,
39269,MS,Hinds County,Jackson,3,moist,
39272,MS,Hinds County,Byram,3,moist,
39282,MS,Hinds County,Jackson,3,moist,
39283,MS,Hinds County,Jackson,3,moist,
39284,MS,Hinds County,Jackson,3,moist,
39286,MS,Hinds County,Jackson,3,moist,
39288,MS,Rankin County,Pearl,3,moist,
39289,MS,Hinds County,Jackson,3,moist,
39296,MS,Hinds County,Jackson,3,moist,
39298,MS,Rankin County,Jackson,3,moist,
39301,MS,Lauderdale County,Meridian,3,moist,
39302,MS,Lauderdale County,Meridian,3,moist,
39303,MS,Lauderdale County,Meridian,3,moist,
39304,MS,Lauderdale County,Meridian,3,moist,
39305,MS,Lauderdale County,Meridian,3,moist,
39307,MS,Lauderdale County,Meridian,3,moist,
39309,MS,Lauderdale County,Meridian,3,moist,
39320,MS,Lauderdale County,Bailey,3,moist,
39322,MS,Wayne County,Buckatunna,3,moist,
39323,MS,Newton County,Chunky,3,moist,
39324,MS,Wayne County,Clara,3,moist,
39325,MS,Lauderdale County,Collinsville,3,moist,
39326,MS,Lauderdale County,Daleville,3,moist,
39327,MS,Newton County,Decatur,3,moist,
39328,MS,Kemper County,De Kalb,3,moist,
39330,MS,Clarke County,Enterprise,3,moist,
39332,MS,Newton County,Hickory,3,moist,
39335,MS,Lauderdale County,Lauderdale,3,moist,
39336,MS,Newton County,Lawrence,3,moist,
39337,MS,Newton County,Little Rock,3,moist,
39338,MS,Jasper County,Louin,3,moist,
39339,MS,Winston County,Louisville,3,moist,
39341,MS,Noxubee County,Macon,3,moist,
39342,MS,Lauderdale County,Marion,3,moist,
39345,MS,Newton County,Newton,3,moist,
39346,MS,Winston County,Noxapater,3,moist,
39347,MS,Clarke County,Pachuta,3,moist,
39348,MS,Jasper County,Paulding,3,moist,
39350,MS,Neshoba County,Philadelphia,3,moist,
39352,MS,Kemper County,Porterville,3,moist,
39354,MS,Kemper County,Preston,3,moist,
39355,MS,Clarke County,Quitman,3,moist,
39356,MS,Jasper County,Rose Hill,3,moist,
39358,MS,Kemper County,Scooba,3,moist,
39359,MS,Scott County,Sebastopol,3,moist,
39360,MS,Clarke County,Shubuta,3,moist,
39361,MS,Noxubee County,Shuqualak,3,moist,
39362,MS,Greene County,State Line,3,moist,
39363,MS,Clarke County,Stonewall,3,moist,
39364,MS,Lauderdale County,Toomsuba,3,moist,
39365,MS,Neshoba County,Union,3,moist,
39366,MS,Jasper County,Vossburg,3,moist,
39367,MS,Wayne County,Waynesboro,3,moist,
39401,MS,Forrest County,Hattiesburg,3,moist,
39402,MS,Forrest County,Hattiesburg,3,moist,
39403,MS,Forrest County,Hattiesburg,3,moist,
39404,MS,Forrest County,Hattiesburg,3,moist,
39406,MS,Forrest County,Hattiesburg,3,moist,
39407,MS,Forrest County,Hattiesburg,3,moist,
39421,MS,Jefferson Davis County,Bassfield,3,moist,
39422,MS,Jasper County,Bay Springs,3,moist,
39423,MS,Perry County,Beaumont,3,moist,
39425,MS,Forrest County,Brooklyn,3,moist,
39426,MS,Pearl River County,Carriere,2,moist,
39427,MS,Jefferson Davis County,Carson,3,moist,
39428,MS,Covington County,Collins,3,moist,
39429,MS,Marion County,Columbia,3,moist,
39437,MS,Jones County,Ellisville,3,moist,
39439,MS,Jasper County,Heidelberg,3,moist,
39440,MS,Jones County,Laurel,3,moist,
39441,MS,Jones County,Laurel,3,moist,
39442,MS,Jones County,Laurel,3,moist,
39443,MS,Jones County,Laurel,3,moist,
39451,MS,Greene County,Leakesville,3,moist,
39452,MS,George County,Lucedale,3,moist,
39455,MS,Lamar County,Lumberton,3,moist,
39456,MS,Greene County,Mc Lain,3,moist,
39457,MS,Pearl River County,Mc Neill,2,moist,
39459,MS,Jones County,Moselle,3,moist,
39460,MS,Jasper County,Moss,3,moist,
39461,MS,Greene County,Neely,3,moist,
39462,MS,Perry County,New Augusta,3,moist,
39463,MS,Pearl River County,Nicholson,2,moist,
39464,MS,Jones County,Ovett,3,moist,
39465,MS,Forrest County,Petal,3,moist,
39466,MS,Pearl River County,Picayune,2,moist,
39470,MS,Pearl River County,Poplarville,2,moist,
39474,MS,Jefferson Davis County,Prentiss,3,moist,
39475,MS,Lamar County,Purvis,3,moist,
39476,MS,Perry County,Richton,3,moist,
39477,MS,Jones County,Sandersville,3,moist,
39478,MS,Marion County,Sandy Hook,3,moist,
39479,MS,Covington County,Seminary,3,moist,
39480,MS,Jones County,Soso,3,moist,
39481,MS,Jasper County,Stringer,3,moist,
39482,MS,Lamar County,Sumrall,3,moist,
39483,MS,Marion County,Foxworth,3,moist,
39501,MS,Harrison County,Gulfport,2,moist,
39502,MS,Harrison County,Gulfport,2,moist,
39503,MS,Harrison County,Gulfport,2,moist,
39505,MS,Harrison County,Gulfport,2,moist,
39506,MS,Harrison County,Gulfport,2,moist,
39507,MS,Harrison County,Gulfport,2,moist,
39520,MS,Hancock County,Bay Saint Louis,2,moist,
39521,MS,Hancock County,Bay Saint Louis,2,moist,
39522,MS,Hancock County,Stennis Space Center,2,moist,
39525,MS,Hancock County,Diamondhead,2,moist,
39529,MS,Hancock County,Stennis Space Center,2,moist,
39530,MS,Harrison County,Biloxi,2,moist,
39531,MS,Harrison County,Biloxi,2,moist,
39532,MS,Harrison County,Biloxi,2,moist,
39533,MS,Harrison County,Biloxi,2,moist,
39534,MS,Harrison County,Biloxi,2,moist,
39535,MS,Harrison County,Biloxi,2,moist,
39540,MS,Harrison County,Diberville,2,moist,
39552,MS,Jackson County,Escatawpa,2,moist,
39553,MS,Jackson County,Gautier,2,moist,
39555,MS,Jackson County,Hurley,2,moist,
39556,MS,Hancock County,Kiln,2,moist,
39558,MS,Hancock County,Lakeshore,2,moist,
39560,MS,Harrison County,Long Beach,2,moist,
39561,MS,Stone County,Mc Henry,2,moist,
39562,MS,Jackson County,Moss Point,2,moist,
39563,MS,Jackson County,Moss Point,2,moist,
39564,MS,Jackson County,Ocean Springs,2,moist,
39565,MS,Jackson County,Vancleave,2,moist,
39566,MS,Jackson County,Ocean Springs,2,moist,
39567,MS,Jackson County,Pascagoula,2,moist,
39568,MS,Jackson County,Pascagoula,2,moist,
39569,MS,Jackson County,Pascagoula,2,moist,
39571,MS,Harrison County,Pass Christian,2,moist,
39572,MS,Hancock County,Pearlington,2,moist,
39573,MS,Stone County,Perkinston,2,moist,
39574,MS,Harrison County,Saucier,2,moist,
39576,MS,Hancock County,Waveland,2,moist,
39577,MS,Stone County,Wiggins,2,moist,
39581,MS,Jackson County,Pascagoula,2,moist,
39595,MS,Jackson County,Pascagoula,2,moist,
39601,MS,Lincoln County,Brookhaven,3,moist,
39602,MS,Lincoln County,Brookhaven,3,moist,
39603,MS,Lincoln County,Brookhaven,3,moist,
39629,MS,Lincoln County,Bogue Chitto,3,moist,
39630,MS,Franklin County,Bude,3,moist,
39631,MS,Wilkinson County,Centreville,3,moist,
39632,MS,Pike County,Chatawa,3,moist,
39633,MS,Amite County,Crosby,3,moist,
39635,MS,Pike County,Fernwood,3,moist,
39638,MS,Amite County,Gloster,3,moist,
39641,MS,Lawrence County,Jayess,3,moist,
39643,MS,Marion County,Kokomo,3,moist,
39645,MS,Amite County,Liberty,3,moist,
39647,MS,Franklin County,Mc Call Creek,3,moist,
39648,MS,Pike County,Mccomb,3,moist,
39649,MS,Pike County,Mccomb,3,moist,
39652,MS,Pike County,Magnolia,3,moist,
39653,MS,Franklin County,Meadville,3,moist,
39654,MS,Lawrence County,Monticello,3,moist,
39656,MS,Lawrence County,Oak Vale,3,moist,
39657,MS,Pike County,Osyka,3,moist,
39661,MS,Franklin County,Roxie,3,moist,
39662,MS,Lincoln County,Ruth,3,moist,
39663,MS,Lawrence County,Silver Creek,3,moist,
39664,MS,Amite County,Smithdale,3,moist,
39665,MS,Lawrence County,Sontag,3,moist,
39666,MS,Pike County,Summit,3,moist,
39667,MS,Walthall County,Tylertown,3,moist,
39668,MS,Jefferson County,Union Church,3,moist,
39669,MS,Wilkinson County,Woodville,3,moist,
39701,MS,Lowndes County,Columbus,3,moist,
39702,MS,Lowndes County,Columbus,3,moist,
39703,MS,Lowndes County,Columbus,3,moist,
39704,MS,Lowndes County,Columbus,3,moist,
39705,MS,Lowndes County,Columbus,3,moist,
39710,MS,Lowndes County,Columbus,3,moist,
39730,MS,Monroe County,Aberdeen,3,moist,
39735,MS,Choctaw County,Ackerman,3,moist,
39736,MS,Lowndes County,Artesia,3,moist,
39737,MS,Webster County,Bellefontaine,3,moist,
39739,MS,Noxubee County,Brooksville,3,moist,
39740,MS,Lowndes County,Caledonia,3,moist,
39741,MS,Clay County,Cedarbluff,3,moist,
39743,MS,Lowndes County,Crawford,3,moist,
39744,MS,Webster County,Eupora,3,moist,
39745,MS,Choctaw County,French Camp,3,moist,
39746,MS,Monroe County,Hamilton,3,moist,
39747,MS,Montgomery County,Kilmichael,3,moist,
39750,MS,Webster County,Maben,3,moist,
39751,MS,Webster County,Mantee,3,moist,
39752,MS,Webster County,Mathiston,3,moist,
39753,MS,Lowndes County,Mayhew,3,moist,
39754,MS,Clay County,Montpelier,3,moist,
39755,MS,Clay County,Pheba,3,moist,
39756,MS,Monroe County,Prairie,3,moist,
39759,MS,Oktibbeha County,Starkville,3,moist,
39760,MS,Oktibbeha County,Starkville,3,moist,
39762,MS,Oktibbeha County,Mississippi State,3,moist,
39766,MS,Lowndes County,Steens,3,moist,
39767,MS,Montgomery County,Stewart,3,moist,
39769,MS,Oktibbeha County,Sturgis,3,moist,
39771,MS,Webster County,Walthall,3,moist,
39772,MS,Choctaw County,Weir,3,moist,
39773,MS,Clay County,West Point,3,moist,
39776,MS,Chickasaw County,Woodland,3,moist,
39813,GA,Calhoun County,Arlington,3,moist,
39815,GA,Decatur County,Attapulgus,2,moist,
39817,GA,Decatur County,Bainbridge,2,moist,
39818,GA,Decatur County,Bainbridge,2,moist,
39819,GA,Decatur County,Bainbridge,2,moist,
39823,GA,Early County,Blakely,3,moist,
39824,GA,Clay County,Bluffton,3,moist,
39825,GA,Decatur County,Brinson,2,moist,
39826,GA,Terrell County,Bronwood,3,moist,
39827,GA,Grady County,Cairo,2,moist,
39828,GA,Grady County,Cairo,2,moist,
39829,GA,Grady County,Calvary,2,moist,
39832,GA,Early County,Cedar Springs,3,moist,
39834,GA,Decatur County,Climax,2,moist,
39836,GA,Randolph County,Coleman,3,moist,
39837,GA,Miller County,Colquitt,2,moist,
39840,GA,Randolph County,Cuthbert,3,moist,
39841,GA,Early County,Damascus,3,moist,
39842,GA,Terrell County,Dawson,3,moist,
39845,GA,Seminole County,Donalsonville,2,moist,
39846,GA,Calhoun County,Edison,3,moist,
39851,GA,Clay County,Fort Gaines,3,moist,
39854,GA,Quitman County,Georgetown,3,moist,
39859,GA,Seminole County,Iron City,2,moist,
39861,GA,Early County,Jakin,3,moist,
39862,GA,Calhoun County,Leary,3,moist,
39866,GA,Calhoun County,Morgan,3,moist,
39867,GA,Quitman County,Morris,3,moist,
39870,GA,Baker County,Newton,2,moist,
39877,GA,Terrell County,Parrott,3,moist,
39885,GA,Terrell County,Sasser,3,moist,
39886,GA,Randolph County,Shellman,3,moist,
39897,GA,Grady County,Whigham,2,moist,
40003,KY,Shelby County,Bagdad,4,moist,
40004,KY,Nelson County,Bardstown,4,moist,
40006,KY,Trimble County,Bedford,4,moist,
40007,KY,Henry County,Bethlehem,4,moist,
40008,KY,Nelson County,Bloomfield,4,moist,
40009,KY,Marion County,Bradfordsville,4,moist,
40010,KY,Oldham County,Buckner,4,moist,
40011,KY,Henry County,Campbellsburg,4,moist,
40012,KY,Nelson County,Chaplin,4,moist,
40013,KY,Nelson County,Coxs Creek,4,moist,
40014,KY,Oldham County,Crestwood,4,moist,
40018,KY,Jefferson County,Eastwood,4,moist,
40019,KY,Henry County,Eminence,4,moist,
40020,KY,Nelson County,Fairfield,4,moist,
40022,KY,Shelby County,Finchville,4,moist,
40023,KY,Jefferson County,Fisherville,4,moist,
40025,KY,Jefferson County,Glenview,4,moist,
40026,KY,Oldham County,Goshen,4,moist,
40027,KY,Jefferson County,Harrods Creek,4,moist,
40031,KY,Oldham County,La Grange,4,moist,
40032,KY,Oldham County,La Grange,4,moist,
40033,KY,Marion County,Lebanon,4,moist,
40036,KY,Henry County,Lockport,4,moist,
40037,KY,Marion County,Loretto,4,moist,
40040,KY,Washington County,Mackville,4,moist,
40041,KY,Jefferson County,Masonic Home,4,moist,
40045,KY,Trimble County,Milton,4,moist,
40046,KY,Spencer County,Mount Eden,4,moist,
40047,KY,Bullitt County,Mount Washington,4,moist,
40048,KY,Nelson County,Nazareth,4,moist,
40049,KY,Marion County,Nerinx,4,moist,
40050,KY,Henry County,New Castle,4,moist,
40051,KY,Nelson County,New Haven,4,moist,
40052,KY,Nelson County,New Hope,4,moist,
40055,KY,Henry County,Pendleton,4,moist,
40056,KY,Oldham County,Pewee Valley,4,moist,
40057,KY,Henry County,Pleasureville,4,moist,
40058,KY,Henry County,Port Royal,4,moist,
40059,KY,Jefferson County,Prospect,4,moist,
40060,KY,Marion County,Raywick,4,moist,
40061,KY,Washington County,Saint Catharine,4,moist,
40062,KY,Marion County,Saint Francis,4,moist,
40063,KY,Marion County,Saint Mary,4,moist,
40065,KY,Shelby County,Shelbyville,4,moist,
40066,KY,Shelby County,Shelbyville,4,moist,
40067,KY,Shelby County,Simpsonville,4,moist,
40068,KY,Henry County,Smithfield,4,moist,
40069,KY,Washington County,Springfield,4,moist,
40070,KY,Henry County,Sulphur,4,moist,
40071,KY,Spencer County,Taylorsville,4,moist,
40075,KY,Henry County,Turners Station,4,moist,
40076,KY,Shelby County,Waddy,4,moist,
40077,KY,Oldham County,Westport,4,moist,
40078,KY,Washington County,Willisburg,4,moist,
40104,KY,Meade County,Battletown,4,moist,
40107,KY,Nelson County,Boston,4,moist,
40108,KY,Meade County,Brandenburg,4,moist,
40109,KY,Bullitt County,Brooks,4,moist,
40110,KY,Bullitt County,Clermont,4,moist,
40111,KY,Breckinridge County,Cloverport,4,moist,
40115,KY,Breckinridge County,Custer,4,moist,
40117,KY,Meade County,Ekron,4,moist,
40118,KY,Jefferson County,Fairdale,4,moist,
40119,KY,Grayson County,Falls Of Rough,4,moist,
40121,KY,Hardin County,Fort Knox,4,moist,
40122,KY,Hardin County,Fort Knox,4,moist,
40129,KY,Bullitt County,Hillview,4,moist,
40140,KY,Breckinridge County,Garfield,4,moist,
40142,KY,Meade County,Guston,4,moist,
40143,KY,Breckinridge County,Hardinsburg,4,moist,
40144,KY,Breckinridge County,Harned,4,moist,
40145,KY,Breckinridge County,Hudson,4,moist,
40146,KY,Breckinridge County,Irvington,4,moist,
40150,KY,Bullitt County,Lebanon Junction,4,moist,
40152,KY,Breckinridge County,Mc Daniels,4,moist,
40153,KY,Breckinridge County,Mc Quady,4,moist,
40155,KY,Meade County,Muldraugh,4,moist,
40157,KY,Meade County,Payneville,4,moist,
40159,KY,Hardin County,Radcliff,4,moist,
40160,KY,Hardin County,Radcliff,4,moist,
40161,KY,Meade County,Rhodelia,4,moist,
40162,KY,Hardin County,Rineyville,4,moist,
40165,KY,Bullitt County,Shepherdsville,4,moist,
40170,KY,Breckinridge County,Stephensport,4,moist,
40171,KY,Breckinridge County,Union Star,4,moist,
40175,KY,Hardin County,Vine Grove,4,moist,
40176,KY,Breckinridge County,Webster,4,moist,
40177,KY,Hardin County,West Point,4,moist,
40178,KY,Breckinridge County,Westview,4,moist,
40201,KY,Jefferson County,Louisville,4,moist,
40202,KY,Jefferson County,Louisville,4,moist,
40203,KY,Jefferson County,Louisville,4,moist,
40204,KY,Jefferson County,Louisville,4,moist,
40205,KY,Jefferson County,Louisville,4,moist,
40206,KY,Jefferson County,Louisville,4,moist,
40207,KY,Jefferson County,Louisville,4,moist,
40208,KY,Jefferson County,Louisville,4,moist,
40209,KY,Jefferson County,Louisville,4,moist,
40210,KY,Jefferson County,Louisville,4,moist,
40211,KY,Jefferson County,Louisville,4,moist,
40212,KY,Jefferson County,Louisville,4,moist,
40213,KY,Jefferson County,Louisville,4,moist,
40214,KY,Jefferson County,Louisville,4,moist,
40215,KY,Jefferson County,Louisville,4,moist,
40216,KY,Jefferson County,Louisville,4,moist,
40217,KY,Jefferson County,Louisville,4,moist,
40218,KY,Jefferson County,Louisville,4,moist,
40219,KY,Jefferson County,Louisville,4,moist,
40220,KY,Jefferson County,Louisville,4,moist,
40221,KY,Jefferson County,Louisville,4,moist,
40222,KY,Jefferson County,Louisville,4,moist,
40223,KY,Jefferson County,Louisville,4,moist,
40224,KY,Jefferson County,Louisville,4,moist,
40225,KY,Jefferson County,Louisville,4,moist,
40228,KY,Jefferson County,Louisville,4,moist,
40229,KY,Jefferson County,Louisville,4,moist,
40231,KY,Jefferson County,Louisville,4,moist,
40232,KY,Jefferson County,Louisville,4,moist,
40233,KY,Jefferson County,Louisville,4,moist,
40241,KY,Jefferson County,Louisville,4,moist,
40242,KY,Jefferson County,Louisville,4,moist,
40243,KY,Jefferson County,Louisville,4,moist,
40245,KY,Jefferson County,Louisville,4,moist,
40250,KY,Jefferson County,Louisville,4,moist,
40251,KY,Jefferson County,Louisville,4,moist,
40252,KY,Jefferson County,Louisville,4,moist,
40253,KY,Jefferson County,Louisville,4,moist,
40255,KY,Jefferson County,Louisville,4,moist,
40256,KY,Jefferson County,Louisville,4,moist,
40257,KY,Jefferson County,Louisville,4,moist,
40258,KY,Jefferson County,Louisville,4,moist,
40259,KY,Jefferson County,Louisville,4,moist,
40261,KY,Jefferson County,Louisville,4,moist,
40266,KY,Jefferson County,Louisville,4,moist,
40268,KY,Jefferson County,Louisville,4,moist,
40269,KY,Jefferson County,Louisville,4,moist,
40270,KY,Jefferson County,Louisville,4,moist,
40272,KY,Jefferson County,Louisville,4,moist,
40280,KY,Jefferson County,Louisville,4,moist,
40289,KY,Jefferson County,Louisville,4,moist,
40291,KY,Jefferson County,Louisville,4,moist,
40292,KY,Jefferson County,Louisville,4,moist,
40295,KY,Jefferson County,Louisville,4,moist,
40297,KY,Jefferson County,Louisville,4,moist,
40298,KY,Jefferson County,Louisville,4,moist,
40299,KY,Jefferson County,Louisville,4,moist,
40310,KY,Mercer County,Burgin,4,moist,
40311,KY,Nicholas County,Carlisle,4,moist,
40312,KY,Powell County,Clay City,4,moist,
40313,KY,Rowan County,Clearfield,4,moist,
40316,KY,Menifee County,Denniston,4,moist,
40319,KY,Rowan County,Farmers,4,moist,
40322,KY,Menifee County,Frenchburg,4,moist,
40324,KY,Scott County,Georgetown,4,moist,
40328,KY,Marion County,Gravel Switch,4,moist,
40330,KY,Mercer County,Harrodsburg,4,moist,
40334,KY,Bath County,Hope,4,moist,
40336,KY,Estill County,Irvine,4,moist,
40337,KY,Montgomery County,Jeffersonville,4,moist,
40339,KY,Jessamine County,Keene,4,moist,
40340,KY,Jessamine County,Nicholasville,4,moist,
40342,KY,Anderson County,Lawrenceburg,4,moist,
40346,KY,Menifee County,Means,4,moist,
40347,KY,Woodford County,Midway,4,moist,
40348,KY,Bourbon County,Millersburg,4,moist,
40351,KY,Rowan County,Morehead,4,moist,
40353,KY,Montgomery County,Mount Sterling,4,moist,
40355,KY,Owen County,New Liberty,4,moist,
40356,KY,Jessamine County,Nicholasville,4,moist,
40357,KY,Bourbon County,North Middletown,4,moist,
40358,KY,Bath County,Olympia,4,moist,
40359,KY,Owen County,Owenton,4,moist,
40360,KY,Bath County,Owingsville,4,moist,
40361,KY,Bourbon County,Paris,4,moist,
40362,KY,Bourbon County,Paris,4,moist,
40363,KY,Owen County,Perry Park,4,moist,
40366,KY,Bath County,Preston,4,moist,
40370,KY,Scott County,Sadieville,4,moist,
40371,KY,Bath County,Salt Lick,4,moist,
40372,KY,Mercer County,Salvisa,4,moist,
40374,KY,Bath County,Sharpsburg,4,moist,
40376,KY,Powell County,Slade,4,moist,
40379,KY,Scott County,Stamping Ground,4,moist,
40380,KY,Powell County,Stanton,4,moist,
40383,KY,Woodford County,Versailles,4,moist,
40384,KY,Woodford County,Versailles,4,moist,
40385,KY,Madison County,Waco,4,moist,
40387,KY,Menifee County,Wellington,4,moist,
40390,KY,Jessamine County,Wilmore,4,moist,
40391,KY,Clark County,Winchester,4,moist,
40392,KY,Clark County,Winchester,4,moist,
40402,KY,Jackson County,Annville,4,moist,
40403,KY,Madison County,Berea,4,moist,
40404,KY,Madison County,Berea,4,moist,
40405,KY,Madison County,Bighill,4,moist,
40409,KY,Rockcastle County,Brodhead,4,moist,
40410,KY,Garrard County,Bryantsville,4,moist,
40419,KY,Lincoln County,Crab Orchard,4,moist,
40422,KY,Boyle County,Danville,4,moist,
40423,KY,Boyle County,Danville,4,moist,
40434,KY,Jackson County,Gray Hawk,4,moist,
40437,KY,Lincoln County,Hustonville,4,moist,
40440,KY,Boyle County,Junction City,4,moist,
40442,KY,Lincoln County,Kings Mountain,4,moist,
40444,KY,Garrard County,Lancaster,4,moist,
40445,KY,Rockcastle County,Livingston,4,moist,
40447,KY,Jackson County,Mc Kee,4,moist,
40448,KY,Lincoln County,Mc Kinney,4,moist,
40456,KY,Rockcastle County,Mount Vernon,4,moist,
40460,KY,Rockcastle County,Orlando,4,moist,
40461,KY,Garrard County,Paint Lick,4,moist,
40464,KY,Boyle County,Parksville,4,moist,
40468,KY,Boyle County,Perryville,4,moist,
40472,KY,Estill County,Ravenna,4,moist,
40473,KY,Rockcastle County,Renfro Valley,4,moist,
40475,KY,Madison County,Richmond,4,moist,
40476,KY,Madison County,Richmond,4,moist,
40481,KY,Jackson County,Sandgap,4,moist,
40484,KY,Lincoln County,Stanford,4,moist,
40486,KY,Jackson County,Tyner,4,moist,
40489,KY,Lincoln County,Waynesburg,4,moist,
40502,KY,Fayette County,Lexington,4,moist,
40503,KY,Fayette County,Lexington,4,moist,
40504,KY,Fayette County,Lexington,4,moist,
40505,KY,Fayette County,Lexington,4,moist,
40506,KY,Fayette County,Lexington,4,moist,
40507,KY,Fayette County,Lexington,4,moist,
40508,KY,Fayette County,Lexington,4,moist,
40509,KY,Fayette County,Lexington,4,moist,
40510,KY,Fayette County,Lexington,4,moist,
40511,KY,Fayette County,Lexington,4,moist,
40512,KY,Fayette County,Lexington,4,moist,
40513,KY,Fayette County,Lexington,4,moist,
40514,KY,Fayette County,Lexington,4,moist,
40515,KY,Fayette County,Lexington,4,moist,
40516,KY,Fayette County,Lexington,4,moist,
40517,KY,Fayette County,Lexington,4,moist,
40522,KY,Fayette County,Lexington,4,moist,
40523,KY,Fayette County,Lexington,4,moist,
40524,KY,Fayette County,Lexington,4,moist,
40526,KY,Fayette County,Lexington,4,moist,
40533,KY,Fayette County,Lexington,4,moist,
40536,KY,Fayette County,Lexington,4,moist,
40544,KY,Fayette County,Lexington,4,moist,
